census_tract,from,to,ratio_from,ratio_to
17031351100,5.0,1.0,2.667807776979807e-07,5.877233525056527e-08
17031351400,21.0,2.0,1.1204792663315188e-06,1.1754467050113054e-07
17031351500,1.0,0.0,5.3356155539596136e-08,0.0
17031360200,6.0,0.0,3.201369332375768e-07,0.0
17031380100,3.0,0.0,1.600684666187884e-07,0.0
17031380200,5.0,1.0,2.667807776979807e-07,5.877233525056527e-08
17031380700,3.0,0.0,1.600684666187884e-07,0.0
17031381200,5.0,0.0,2.667807776979807e-07,0.0
17031381400,4.0,0.0,2.1342462215838455e-07,0.0
17031390100,13.0,0.0,6.936300220147498e-07,0.0
17031390200,8.0,0.0,4.268492443167691e-07,0.0
17031390300,6.0,0.0,3.201369332375768e-07,0.0
17031390400,31.0,2.0,1.6540408217274803e-06,1.1754467050113054e-07
17031390500,28.0,1.0,1.493972355108692e-06,5.877233525056527e-08
17031390600,93.0,10.0,4.962122465182441e-06,5.877233525056527e-07
17031390700,3492.0,4298.0,0.0001863196951442697,0.00025260349690692956
17031400300,2.0,0.0,1.0671231107919227e-07,0.0
17031400800,1.0,0.0,5.3356155539596136e-08,0.0
17031410100,181.0,105.0,9.657464152666901e-06,6.171095201309353e-06
17031410200,12.0,4.0,6.402738664751536e-07,2.350893410022611e-07
17031410500,51.0,1.0,2.721163932519403e-06,5.877233525056527e-08
17031410600,72.0,5.0,3.841643198850922e-06,2.9386167625282637e-07
17031410700,104.0,8.0,5.549040176117998e-06,4.701786820045222e-07
17031410800,1292.0,485.0,6.89361529571582e-05,2.8504582596524158e-05
17031410900,601.0,660.0,3.2067049479297277e-05,3.878974126537308e-05
17031411000,20232.0,18010.0,0.001079501738877109,0.0010584897578626805
17031411100,201.0,21.0,1.0724587263458824e-05,1.2342190402618706e-06
17031411200,3603.0,398.0,0.0001922422284091649,2.339138942972498e-05
17031420100,74.0,12.0,3.948355509930114e-06,7.052680230067832e-07
17031420200,4.0,0.0,2.1342462215838455e-07,0.0
17031420300,25.0,15.0,1.3339038884899035e-06,8.815850287584791e-07
17031420400,42.0,1.0,2.2409585326630376e-06,5.877233525056527e-08
17031420500,2.0,3.0,1.0671231107919227e-07,1.763170057516958e-07
17031420600,2.0,0.0,1.0671231107919227e-07,0.0
17031420800,2.0,0.0,1.0671231107919227e-07,0.0
17031430101,0.0,2.0,0.0,1.1754467050113054e-07
17031430102,28.0,0.0,1.493972355108692e-06,0.0
17031430200,6.0,1.0,3.201369332375768e-07,5.877233525056527e-08
17031430300,7.0,0.0,3.73493088777173e-07,0.0
17031430500,1.0,1.0,5.3356155539596136e-08,5.877233525056527e-08
17031430600,5.0,0.0,2.667807776979807e-07,0.0
17031430700,6.0,0.0,3.201369332375768e-07,0.0
17031431302,3.0,0.0,1.600684666187884e-07,0.0
17031431400,5.0,0.0,2.667807776979807e-07,0.0
17031440102,2.0,0.0,1.0671231107919227e-07,0.0
17031440201,2.0,1.0,1.0671231107919227e-07,5.877233525056527e-08
17031440300,2.0,0.0,1.0671231107919227e-07,0.0
17031440600,1.0,0.0,5.3356155539596136e-08,0.0
17031460100,2.0,0.0,1.0671231107919227e-07,0.0
17031460302,1.0,0.0,5.3356155539596136e-08,0.0
17031460400,1.0,0.0,5.3356155539596136e-08,0.0
17031460500,1.0,0.0,5.3356155539596136e-08,0.0
17031480100,1.0,0.0,5.3356155539596136e-08,0.0
17031480400,3.0,1.0,1.600684666187884e-07,5.877233525056527e-08
17031490500,3.0,0.0,1.600684666187884e-07,0.0
17031490800,2.0,0.0,1.0671231107919227e-07,0.0
17031490902,0.0,2.0,0.0,1.1754467050113054e-07
17031491400,1.0,0.0,5.3356155539596136e-08,0.0
17031510300,1.0,0.0,5.3356155539596136e-08,0.0
17031530400,0.0,1.0,0.0,5.877233525056527e-08
17031560100,5.0,3.0,2.667807776979807e-07,1.763170057516958e-07
17031560200,1.0,0.0,5.3356155539596136e-08,0.0
17031560300,0.0,1.0,0.0,5.877233525056527e-08
17031561100,4.0,0.0,2.1342462215838455e-07,0.0
17031570100,0.0,1.0,0.0,5.877233525056527e-08
17031570200,6.0,0.0,3.201369332375768e-07,0.0
17031570300,1.0,0.0,5.3356155539596136e-08,0.0
17031570400,1.0,1.0,5.3356155539596136e-08,5.877233525056527e-08
17031580100,3.0,0.0,1.600684666187884e-07,0.0
17031580200,2.0,0.0,1.0671231107919227e-07,0.0
17031580400,1.0,0.0,5.3356155539596136e-08,0.0
17031580502,1.0,0.0,5.3356155539596136e-08,0.0
17031580600,1.0,0.0,5.3356155539596136e-08,0.0
17031590500,6.0,0.0,3.201369332375768e-07,0.0
17031590600,5.0,0.0,2.667807776979807e-07,0.0
17031590700,6.0,0.0,3.201369332375768e-07,0.0
17031600400,38.0,0.0,2.0275339105046534e-06,0.0
17031600600,22.0,1.0,1.173835421871115e-06,5.877233525056527e-08
17031600700,27.0,2.0,1.4406161995690956e-06,1.1754467050113054e-07
17031600900,47.0,0.0,2.5077393103610184e-06,0.0
17031610800,1.0,0.0,5.3356155539596136e-08,0.0
17031611900,7.0,0.0,3.73493088777173e-07,0.0
17031620100,1.0,0.0,5.3356155539596136e-08,0.0
17031620200,1.0,0.0,5.3356155539596136e-08,0.0
17031630300,0.0,3.0,0.0,1.763170057516958e-07
17031630900,1.0,0.0,5.3356155539596136e-08,0.0
17031640100,11.0,0.0,5.869177109355575e-07,0.0
17031640300,3.0,0.0,1.600684666187884e-07,0.0
17031640400,1.0,0.0,5.3356155539596136e-08,0.0
17031640500,2.0,0.0,1.0671231107919227e-07,0.0
17031650200,2.0,0.0,1.0671231107919227e-07,0.0
17031660600,1.0,0.0,5.3356155539596136e-08,0.0
17031660900,1.0,0.0,5.3356155539596136e-08,0.0
17031672000,1.0,0.0,5.3356155539596136e-08,0.0
17031680900,5.0,0.0,2.667807776979807e-07,0.0
17031681400,2.0,0.0,1.0671231107919227e-07,0.0
17031690900,1.0,1.0,5.3356155539596136e-08,5.877233525056527e-08
17031691000,1.0,0.0,5.3356155539596136e-08,0.0
17031691200,2.0,0.0,1.0671231107919227e-07,0.0
17031691300,2.0,0.0,1.0671231107919227e-07,0.0
17031691500,3.0,0.0,1.600684666187884e-07,0.0
17031700401,4.0,0.0,2.1342462215838455e-07,0.0
17031700402,1.0,0.0,5.3356155539596136e-08,0.0
17031700501,5.0,1.0,2.667807776979807e-07,5.877233525056527e-08
17031700502,1.0,0.0,5.3356155539596136e-08,0.0
17031710800,3.0,3.0,1.600684666187884e-07,1.763170057516958e-07
17031711200,1.0,0.0,5.3356155539596136e-08,0.0
17031711400,4.0,0.0,2.1342462215838455e-07,0.0
17031711500,1.0,0.0,5.3356155539596136e-08,0.0
17031720200,2.0,0.0,1.0671231107919227e-07,0.0
17031720300,4.0,0.0,2.1342462215838455e-07,0.0
17031720600,1.0,0.0,5.3356155539596136e-08,0.0
17031740400,1.0,0.0,5.3356155539596136e-08,0.0
17031760801,915.0,54.0,4.8820882318730464e-05,3.1737061035305247e-06
17031760802,2.0,0.0,1.0671231107919227e-07,0.0
17031760803,5.0,0.0,2.667807776979807e-07,0.0
17031770202,2.0,0.0,1.0671231107919227e-07,0.0
17031770300,5.0,0.0,2.667807776979807e-07,0.0
17031770400,7.0,0.0,3.73493088777173e-07,0.0
17031770500,7.0,1.0,3.73493088777173e-07,5.877233525056527e-08
17031770601,1.0,0.0,5.3356155539596136e-08,0.0
17031770602,125.0,5.0,6.669519442449517e-06,2.9386167625282637e-07
17031770700,11728.0,65.0,0.0006257609921683835,3.820201791286742e-06
17031770800,14.0,2.0,7.46986177554346e-07,1.1754467050113054e-07
17031800200,4.0,0.0,2.1342462215838455e-07,0.0
17031800300,6.0,0.0,3.201369332375768e-07,0.0
17031800400,1.0,0.0,5.3356155539596136e-08,0.0
17031800500,15.0,0.0,8.00342333093942e-07,0.0
17031800600,2.0,0.0,1.0671231107919227e-07,0.0
17031800700,2.0,0.0,1.0671231107919227e-07,0.0
17031800900,1.0,0.0,5.3356155539596136e-08,0.0
17031801100,3.0,0.0,1.600684666187884e-07,0.0
17031801200,1.0,0.0,5.3356155539596136e-08,0.0
17031801300,7.0,0.0,3.73493088777173e-07,0.0
17031801500,3.0,0.0,1.600684666187884e-07,0.0
17031801603,18.0,1.0,9.604107997127304e-07,5.877233525056527e-08
17031801606,4.0,0.0,2.1342462215838455e-07,0.0
17031801608,3.0,0.0,1.600684666187884e-07,0.0
17031801702,9.0,0.0,4.802053998563652e-07,0.0
17031801800,12.0,1.0,6.402738664751536e-07,5.877233525056527e-08
17031801901,1.0,0.0,5.3356155539596136e-08,0.0
17031802200,5.0,0.0,2.667807776979807e-07,0.0
17031802300,5.0,0.0,2.667807776979807e-07,0.0
17031802402,8.0,0.0,4.268492443167691e-07,0.0
17031802505,1.0,0.0,5.3356155539596136e-08,0.0
17031802605,1.0,0.0,5.3356155539596136e-08,0.0
17031803012,2.0,0.0,1.0671231107919227e-07,0.0
17031803100,3.0,0.0,1.600684666187884e-07,0.0
17031803300,4.0,0.0,2.1342462215838455e-07,0.0
17031803603,1.0,0.0,5.3356155539596136e-08,0.0
17031803701,1.0,0.0,5.3356155539596136e-08,0.0
17031803800,1.0,0.0,5.3356155539596136e-08,0.0
17031803901,1.0,0.0,5.3356155539596136e-08,0.0
17031804102,1.0,0.0,5.3356155539596136e-08,0.0
17031804104,1.0,0.0,5.3356155539596136e-08,0.0
17031804105,1.0,0.0,5.3356155539596136e-08,0.0
17031804201,4.0,1.0,2.1342462215838455e-07,5.877233525056527e-08
17031804202,3.0,0.0,1.600684666187884e-07,0.0
17031804505,0.0,1.0,0.0,5.877233525056527e-08
17031804603,199.0,2.0,1.0617874952379632e-05,1.1754467050113054e-07
17031804609,4.0,0.0,2.1342462215838455e-07,0.0
17031804610,1.0,0.0,5.3356155539596136e-08,0.0
17031804701,2.0,0.0,1.0671231107919227e-07,0.0
17031804901,2.0,0.0,1.0671231107919227e-07,0.0
17031805001,1.0,0.0,5.3356155539596136e-08,0.0
17031805105,2.0,0.0,1.0671231107919227e-07,0.0
17031805107,12.0,0.0,6.402738664751536e-07,0.0
17031805111,5.0,0.0,2.667807776979807e-07,0.0
17031805201,1.0,0.0,5.3356155539596136e-08,0.0
17031805202,2.0,0.0,1.0671231107919227e-07,0.0
17031805302,1.0,0.0,5.3356155539596136e-08,0.0
17031805502,4.0,0.0,2.1342462215838455e-07,0.0
17031805600,9.0,0.0,4.802053998563652e-07,0.0
17031805701,2.0,0.0,1.0671231107919227e-07,0.0
17031805702,3.0,0.0,1.600684666187884e-07,0.0
17031805801,2.0,0.0,1.0671231107919227e-07,0.0
17031805802,2.0,0.0,1.0671231107919227e-07,0.0
17031805901,1.0,0.0,5.3356155539596136e-08,0.0
17031805902,3.0,0.0,1.600684666187884e-07,0.0
17031806002,1.0,0.0,5.3356155539596136e-08,0.0
17031806102,1.0,0.0,5.3356155539596136e-08,0.0
17031806501,2.0,0.0,1.0671231107919227e-07,0.0
17031806502,2.0,0.0,1.0671231107919227e-07,0.0
17031806600,165.0,0.0,8.803765664033362e-06,0.0
17031806700,1.0,0.0,5.3356155539596136e-08,0.0
17031806801,10.0,0.0,5.335615553959614e-07,0.0
17031806802,2.0,0.0,1.0671231107919227e-07,0.0
17031806900,9.0,0.0,4.802053998563652e-07,0.0
17031807000,1.0,0.0,5.3356155539596136e-08,0.0
17031807100,1.0,0.0,5.3356155539596136e-08,0.0
17031807200,2.0,0.0,1.0671231107919227e-07,0.0
17031807300,3.0,0.0,1.600684666187884e-07,0.0
17031807400,4.0,0.0,2.1342462215838455e-07,0.0
17031807600,4.0,0.0,2.1342462215838455e-07,0.0
17031807800,10.0,0.0,5.335615553959614e-07,0.0
17031807900,2.0,0.0,1.0671231107919227e-07,0.0
17031808001,3.0,0.0,1.600684666187884e-07,0.0
17031808002,8.0,0.0,4.268492443167691e-07,0.0
17031808100,1.0,0.0,5.3356155539596136e-08,0.0
17031808301,7.0,0.0,3.73493088777173e-07,0.0
17031808600,2.0,0.0,1.0671231107919227e-07,0.0
17031808702,319.0,0.0,1.7020613617131166e-05,0.0
17031808800,83.0,0.0,4.428560909786479e-06,0.0
17031808900,5.0,0.0,2.667807776979807e-07,0.0
17031809000,2.0,0.0,1.0671231107919227e-07,0.0
17031809100,4.0,0.0,2.1342462215838455e-07,0.0
17031809300,38.0,0.0,2.0275339105046534e-06,0.0
17031809400,1091.0,1.0,5.8211565693699385e-05,5.877233525056527e-08
17031809500,26.0,0.0,1.3872600440294996e-06,0.0
17031809600,1.0,0.0,5.3356155539596136e-08,0.0
17031809700,2.0,0.0,1.0671231107919227e-07,0.0
17031809800,5.0,0.0,2.667807776979807e-07,0.0
17031809900,35.0,0.0,1.8674654438858648e-06,0.0
17031810000,114.0,0.0,6.08260173151396e-06,0.0
17031810100,9.0,0.0,4.802053998563652e-07,0.0
17031810200,27.0,3.0,1.4406161995690956e-06,1.763170057516958e-07
17031810301,3.0,0.0,1.600684666187884e-07,0.0
17031810400,63.0,1.0,3.3614377989945567e-06,5.877233525056527e-08
17031810502,1.0,0.0,5.3356155539596136e-08,0.0
17031810702,1.0,1.0,5.3356155539596136e-08,5.877233525056527e-08
17031810900,3.0,0.0,1.600684666187884e-07,0.0
17031811000,1.0,0.0,5.3356155539596136e-08,0.0
17031811200,3.0,2.0,1.600684666187884e-07,1.1754467050113054e-07
17031811301,1.0,0.0,5.3356155539596136e-08,0.0
17031811302,3.0,0.0,1.600684666187884e-07,0.0
17031811401,2.0,0.0,1.0671231107919227e-07,0.0
17031811600,58.0,0.0,3.094657021296576e-06,0.0
17031811800,1.0,0.0,5.3356155539596136e-08,0.0
17031811900,58.0,26.0,3.094657021296576e-06,1.528080716514697e-06
17031812000,108.0,31.0,5.7624647982763825e-06,1.8219423927675234e-06
17031812100,23.0,8.0,1.2271915774107112e-06,4.701786820045222e-07
17031812200,56.0,7.0,2.987944710217384e-06,4.114063467539569e-07
17031812301,273.0,89.0,1.4566230462309746e-05,5.230737837300309e-06
17031812302,46.0,16.0,2.4543831548214223e-06,9.403573640090444e-07
17031812400,75.0,11.0,4.00171166546971e-06,6.46495687756218e-07
17031812500,44.0,14.0,2.34767084374223e-06,8.228126935079139e-07
17031812600,55.0,15.0,2.9345885546777873e-06,8.815850287584791e-07
17031812700,56.0,21.0,2.987944710217384e-06,1.2342190402618706e-06
17031812801,75.0,64.0,4.00171166546971e-06,3.7614294560361774e-06
17031812802,34.0,4.0,1.8141092883462687e-06,2.350893410022611e-07
17031812900,212.0,39.0,1.131150497439438e-05,2.2921210747720456e-06
17031813000,129.0,5.0,6.8829440646079015e-06,2.9386167625282637e-07
17031813100,67.0,19.0,3.5748624211529413e-06,1.1166743697607401e-06
17031813200,72.0,20.0,3.841643198850922e-06,1.1754467050113055e-06
17031813302,1.0,0.0,5.3356155539596136e-08,0.0
17031813500,3.0,0.0,1.600684666187884e-07,0.0
17031813802,2.0,0.0,1.0671231107919227e-07,0.0
17031814100,1.0,0.0,5.3356155539596136e-08,0.0
17031814200,1.0,0.0,5.3356155539596136e-08,0.0
17031814600,5.0,9.0,2.667807776979807e-07,5.289510172550875e-07
17031814700,7.0,0.0,3.73493088777173e-07,0.0
17031814800,4.0,8.0,2.1342462215838455e-07,4.701786820045222e-07
17031814900,1.0,0.0,5.3356155539596136e-08,0.0
17031815000,2.0,3.0,1.0671231107919227e-07,1.763170057516958e-07
17031815200,3.0,0.0,1.600684666187884e-07,0.0
17031815300,1.0,0.0,5.3356155539596136e-08,0.0
17031815400,5.0,2.0,2.667807776979807e-07,1.1754467050113054e-07
17031815600,3.0,1.0,1.600684666187884e-07,5.877233525056527e-08
17031815701,3.0,0.0,1.600684666187884e-07,0.0
17031815702,1.0,0.0,5.3356155539596136e-08,0.0
17031815800,2.0,0.0,1.0671231107919227e-07,0.0
17031815900,124.0,71.0,6.616163286909921e-06,4.1728358027901345e-06
17031816000,79.0,37.0,4.215136287628095e-06,2.174576404270915e-06
17031816100,122.0,72.0,6.509450975830729e-06,4.2316081380407e-06
17031816500,2.0,0.0,1.0671231107919227e-07,0.0
17031816600,1.0,0.0,5.3356155539596136e-08,0.0
17031817500,3.0,0.0,1.600684666187884e-07,0.0
17031817700,0.0,1.0,0.0,5.877233525056527e-08
17031817900,37.0,7.0,1.974177754965057e-06,4.114063467539569e-07
17031818000,0.0,1.0,0.0,5.877233525056527e-08
17031818100,1.0,0.0,5.3356155539596136e-08,0.0
17031818300,4.0,0.0,2.1342462215838455e-07,0.0
17031818401,1.0,0.0,5.3356155539596136e-08,0.0
17031818500,1.0,0.0,5.3356155539596136e-08,0.0
17031818700,1.0,0.0,5.3356155539596136e-08,0.0
17031818800,1.0,0.0,5.3356155539596136e-08,0.0
17031819000,3.0,0.0,1.600684666187884e-07,0.0
17031819500,3.0,0.0,1.600684666187884e-07,0.0
17031819600,4.0,0.0,2.1342462215838455e-07,0.0
17031819700,5.0,0.0,2.667807776979807e-07,0.0
17031819801,3.0,0.0,1.600684666187884e-07,0.0
17031819900,2.0,0.0,1.0671231107919227e-07,0.0
17031820101,2.0,0.0,1.0671231107919227e-07,0.0
17031820104,2.0,0.0,1.0671231107919227e-07,0.0
17031820201,1.0,0.0,5.3356155539596136e-08,0.0
17031820202,2.0,0.0,1.0671231107919227e-07,0.0
17031820502,97.0,1.0,5.175547087340825e-06,5.877233525056527e-08
17031820700,2.0,0.0,1.0671231107919227e-07,0.0
17031820901,442.0,0.0,2.3583420748501494e-05,0.0
17031820902,3.0,0.0,1.600684666187884e-07,0.0
17031821102,2.0,0.0,1.0671231107919227e-07,0.0
17031821900,2.0,0.0,1.0671231107919227e-07,0.0
17031822102,4.0,0.0,2.1342462215838455e-07,0.0
17031822500,1.0,0.0,5.3356155539596136e-08,0.0
17031822602,2.0,0.0,1.0671231107919227e-07,0.0
17031823002,1.0,0.0,5.3356155539596136e-08,0.0
17031823302,3.0,0.0,1.600684666187884e-07,0.0
17031823903,0.0,2.0,0.0,1.1754467050113054e-07
17031824004,2.0,0.0,1.0671231107919227e-07,0.0
17031824115,1.0,0.0,5.3356155539596136e-08,0.0
17031824117,1.0,0.0,5.3356155539596136e-08,0.0
17031824119,1.0,0.0,5.3356155539596136e-08,0.0
17031825000,1.0,0.0,5.3356155539596136e-08,0.0
17031825400,1.0,0.0,5.3356155539596136e-08,0.0
17031827500,1.0,0.0,5.3356155539596136e-08,0.0
17031827700,1.0,0.0,5.3356155539596136e-08,0.0
17031829901,3.0,1.0,1.600684666187884e-07,5.877233525056527e-08
17031830003,1.0,0.0,5.3356155539596136e-08,0.0
17031830500,2.0,0.0,1.0671231107919227e-07,0.0
17031830600,720.0,543.0,3.841643198850922e-05,3.1913378041056946e-05
17031830700,6383.0,7664.0,0.00034057234080924213,0.00045043117736033226
17031830800,1932.0,174.0,0.00010308409250249974,1.0226386333598357e-05
17031830900,5420.0,627.0,0.00028919036302461106,3.685025420210443e-05
17031831000,7110.0,3451.0,0.0003793622658865285,0.00020282332894970076
17031831100,1523.0,258.0,8.126142488680492e-05,1.516326249464584e-05
17031831200,3.0,0.0,1.600684666187884e-07,0.0
17031831300,1.0,0.0,5.3356155539596136e-08,0.0
17031831400,10.0,1.0,5.335615553959614e-07,5.877233525056527e-08
17031831700,11.0,1.0,5.869177109355575e-07,5.877233525056527e-08
17031831800,152.0,10.0,8.110135642018614e-06,5.877233525056527e-07
17031831900,7784.0,2797.0,0.0004153243147202163,0.00016438622169583105
17031832000,17566.0,28328.0,0.0009372542282085457,0.001664902712978013
17031832100,8498.0,6140.0,0.000453420609775488,0.0003608621384384708
17031832200,9341.0,2224.0,0.0004983998488953675,0.00013070967359725717
17031832300,11834.0,2426.0,0.0006314167446555807,0.00014258168531787135
17031832400,1300.0,291.0,6.936300220147497e-05,1.7102749557914496e-05
17031832500,18872.0,5058.0,0.0010069373673432583,0.00029727047169735916
17031832600,48985.0,19827.0,0.0026136512791071166,0.0011652790910129576
17031832900,2382.0,653.0,0.000127094362495318,3.837833491861912e-05
17031833000,415622.0,185033.0,0.022175992077678026,0.010874821508417844
17031833100,223784.0,125676.0,0.011940253911272982,0.007386272004950041
17031833300,6927.0,764.0,0.00036959808942278245,4.4902064131431866e-05
17031834000,1.0,0.0,5.3356155539596136e-08,0.0
17031834200,2.0,0.0,1.0671231107919227e-07,0.0
17031834300,3.0,0.0,1.600684666187884e-07,0.0
17031834400,4.0,1.0,2.1342462215838455e-07,5.877233525056527e-08
17031834500,1.0,0.0,5.3356155539596136e-08,0.0
17031834600,1.0,0.0,5.3356155539596136e-08,0.0
17031834800,1.0,0.0,5.3356155539596136e-08,0.0
17031835200,61.0,3.0,3.2547254879153645e-06,1.763170057516958e-07
17031835500,2.0,0.0,1.0671231107919227e-07,0.0
17031835600,1.0,0.0,5.3356155539596136e-08,0.0
17031835800,5.0,1.0,2.667807776979807e-07,5.877233525056527e-08
17031835900,27.0,1.0,1.4406161995690956e-06,5.877233525056527e-08
17031836000,9.0,0.0,4.802053998563652e-07,0.0
17031836200,11449.0,6000.0,0.0006108746247728362,0.0003526340115033916
17031836300,18.0,2.0,9.604107997127304e-07,1.1754467050113054e-07
17031836400,97.0,7.0,5.175547087340825e-06,4.114063467539569e-07
17031836500,132.0,42.0,7.04301253122669e-06,2.4684380805237412e-06
17031836600,60.0,13.0,3.201369332375768e-06,7.640403582573485e-07
17031836700,37.0,18.0,1.974177754965057e-06,1.057902034510175e-06
17031836800,34.0,0.0,1.8141092883462687e-06,0.0
17031837000,3.0,0.0,1.600684666187884e-07,0.0
17031837100,32.0,1.0,1.7073969772670764e-06,5.877233525056527e-08
17031837300,1.0,0.0,5.3356155539596136e-08,0.0
17031837400,54.0,0.0,2.8812323991381912e-06,0.0
17031837800,1916.0,395.0,0.0001022303940138662,2.3215072423973283e-05
17031838000,1084.0,229.0,5.7838072604922214e-05,1.3458864772379447e-05
17031838100,69028.0,17473.0,0.003683068704587242,0.001026929013833127
17031838200,47718.0,15593.0,0.0025460490300384486,0.0009164370235620643
17031838300,13991.0,3344.0,0.0007465059721544896,0.00019653468907789026
17031838600,5.0,0.0,2.667807776979807e-07,0.0
17031838800,15.0,0.0,8.00342333093942e-07,0.0
17031839000,141822.0,67157.0,0.007567076690936603,0.003946973718422212
17031839100,2692122.0,2617940.0,0.14364128016356864,0.15386244734586485
17031839200,2033.0,318.0,0.00010847306421199895,1.8689602609679757e-05
17031839500,12.0,2.0,6.402738664751536e-07,1.1754467050113054e-07
17031839600,14.0,1.0,7.46986177554346e-07,5.877233525056527e-08
17031839700,388.0,6.0,2.07021883493633e-05,3.526340115033916e-07
17031839800,38.0,2.0,2.0275339105046534e-06,1.1754467050113054e-07
17031839900,99.0,3.0,5.282259398420018e-06,1.763170057516958e-07
17031840000,23.0,3.0,1.2271915774107112e-06,1.763170057516958e-07
17031840100,11.0,0.0,5.869177109355575e-07,0.0
17031840200,55.0,2.0,2.9345885546777873e-06,1.1754467050113054e-07
17031840300,487.0,77.0,2.598444774778332e-05,4.525469814293526e-06
17031840400,10.0,0.0,5.335615553959614e-07,0.0
17031840700,9.0,2.0,4.802053998563652e-07,1.1754467050113054e-07
17031841000,201164.0,153103.0,0.010733337672967318,0.008998220843867295
17031841100,21859.0,3801.0,0.001166312203940032,0.0002233936462873986
17031841200,64.0,1.0,3.4147939545341527e-06,5.877233525056527e-08
17031841300,63.0,3.0,3.3614377989945567e-06,1.763170057516958e-07
17031841500,1.0,1.0,5.3356155539596136e-08,5.877233525056527e-08
17031841700,1.0,0.0,5.3356155539596136e-08,0.0
17031841900,175646.0,63689.0,0.009371795295907903,0.0037431512597732516
17031842000,757.0,34.0,4.0390609743474276e-05,1.9982593985192192e-06
17031842100,1.0,0.0,5.3356155539596136e-08,0.0
17031842200,111758.0,81841.0,0.005962977230794185,0.004809986689241512
17031842300,85594.0,36416.0,0.004566966777256192,0.002140253360484585
17031842400,2.0,0.0,1.0671231107919227e-07,0.0
17031842600,24.0,0.0,1.2805477329503072e-06,0.0
17031842900,795.0,43.0,4.241814365397893e-05,2.5272104157743066e-06
17031843000,2.0,0.0,1.0671231107919227e-07,0.0
17031843100,436.0,75.0,2.3263283815263914e-05,4.407925143792395e-06
17031843200,506.0,18.0,2.6998214703035645e-05,1.057902034510175e-06
17031843300,188.0,55.0,1.0030957241444074e-05,3.23247843878109e-06
17031843500,120.0,2.0,6.402738664751536e-06,1.1754467050113054e-07
17031843600,5.0,1.0,2.667807776979807e-07,5.877233525056527e-08
17031843700,1413.0,422.0,7.539224777744934e-05,2.4801925475738544e-05
17031843800,3.0,0.0,1.600684666187884e-07,0.0
17031843900,171.0,26.0,9.123902597270939e-06,1.528080716514697e-06
17031980000,829825.0,929336.0,0.044276271770645366,0.05461924695241933
17031980100,285288.0,273337.0,0.015221870901580302,0.01606465380038376
17031990000,0.0,2.0,0.0,1.1754467050113054e-07
